CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
1475,57,F,3,College,Single,$80K - $120K,Blue,27,3,6,3,1438.3,384,1054.3,0.9308508575914726,4672,65,0.3900846447876686,0.7064753860616506
1476,40,F,4,Unknown,Single,$80K - $120K,Blue,26,1,0,6,11606.799788896868,198,11408.799788896868,0.0,3316,83,0.2915881946417352,0.40384952189656376
1477,42,F,2,Doctorate,Married,$40K - $60K,Silver,39,3,2,3,10910.271606900544,939,9971.271606900544,1.245084008493043,2063,47,0.0,0.0
1478,44,F,5,Uneducated,Married,Less than $40K,Blue,30,4,6,4,9975.901141676606,1022,8953.901141676606,2.2871265594143533,3262,54,0.0,0.0
1479,62,M,0,Graduate,Married,$120K +,Blue,39,3,4,4,5053.094106810754,688,4365.094106810754,0.5070213473356218,6490,67,1.557887956207288,0.2118537655516839
1480,46,F,4,High School,Unknown,$80K - $120K,Blue,35,1,2,1,10039.52028383713,1013,9026.52028383713,0.7858111344993104,1719,32,0.2454327517159316,0.2026778759758276
1481,50,M,2,Graduate,Unknown,Less than $40K,Blue,40,5,0,0,11252.28895040375,1188,10064.28895040375,2.1757895184859897,4389,67,1.2606392183684354,0.8484153098232161
1482,52,M,4,Graduate,Married,Unknown,Blue,39,1,6,4,9035.293818996419,2100,6935.293818996419,0.6598351997893803,3366,49,3.2923249368619274,0.9746157640168414
1483,45,F,5,Graduate,Married,Less than $40K,Blue,26,2,4,1,15838.423189627529,2029,13809.423189627529,1.641294302025079,4016,59,1.0080455142624791,0.36700015124452257
1484,62,M,1,High School,Married,Unknown,Blue,21,6,2,0,6477.019534117183,196,6281.019534117183,1.1774640382838064,3554,39,0.27563217151113467,0.05764350888393849
1485,59,M,1,Graduate,Married,$120K +,Blue,21,2,0,3,5992.957063789345,574,5418.957063789345,1.1961809087020043,2715,30,0.0,0.30296877813406453
1486,47,F,0,High School,Single,Less than $40K,Blue,36,3,4,3,4757.527472895854,1040,3717.527472895854,0.0,3351,42,1.6294845443854342,0.24372228759392528
1487,43,M,4,Graduate,Single,Less than $40K,Blue,38,5,3,4,5172.748409900178,0,5172.748409900178,1.1681700429335162,5459,72,0.6576847269922361,0.18999270305700713
1488,48,F,2,Graduate,Divorced,$120K +,Blue,25,5,6,1,8059.55142574381,1657,6402.55142574381,0.0,1140,25,0.0,0.0
1489,27,F,4,Graduate,Married,Less than $40K,Blue,42,2,3,6,1438.3,261,1177.3,2.5171728668103555,1393,19,0.6752952119867923,0.0
1490,50,F,1,College,Married,$60K - $80K,Blue,27,1,4,6,1438.3,204,1234.3,0.3572142914551702,5372,90,1.1102834670471005,0.316350646313624
1491,42,M,2,College,Single,$60K - $80K,Blue,30,3,2,2,12427.445722210323,2287,10140.445722210323,0.0015193921838920765,5727,77,0.25131348605131243,0.7651342813029721
1492,33,F,4,High School,Married,$80K - $120K,Blue,42,4,3,2,1438.3,473,965.3,0.0,3189,54,2.6582134282102516,0.11674786391321315
1493,38,M,3,Graduate,Married,$60K - $80K,Blue,44,6,4,1,15806.986267146887,1455,14351.986267146887,0.0692053040535211,2626,44,1.5773188893516141,0.17542025292115934
1494,36,M,1,College,Married,Less than $40K,Blue,36,3,5,3,25824.929901697455,244,25580.929901697455,0.0,3519,54,1.515749945844385,0.18457258723227113
1495,42,M,1,Graduate,Married,$40K - $60K,Blue,26,3,2,0,24269.02695957112,1070,23199.02695957112,0.0,1382,27,1.2228403316493435,0.788063363728971
1496,44,F,2,Graduate,Single,$40K - $60K,Blue,37,5,4,5,23548.733199288403,867,22681.733199288403,1.483401081840619,2247,58,1.423350466330818,0.28344143968102914
1497,48,M,0,Graduate,Unknown,Less than $40K,Blue,40,4,6,6,1438.3,78,1360.3,1.204997806009098,2049,57,0.6169285557071515,0.22076534959786573
1498,44,F,2,Unknown,Married,$40K - $60K,Blue,53,2,0,0,14567.31084354006,0,14567.31084354006,0.751280881210126,2635,64,0.45815791517469817,0.38477663247144955
1499,41,F,0,High School,Married,Less than $40K,Blue,33,3,0,6,28238.504472547764,0,28238.504472547764,1.7229022600115529,6140,89,0.0,0.11512389757658992
1500,63,M,3,Uneducated,Divorced,Unknown,Blue,28,3,4,1,3798.6056455383077,960,2838.6056455383077,0.8146293720741404,1170,19,0.0,0.999
1501,52,F,2,Graduate,Married,Unknown,Blue,30,6,5,5,29779.00310969128,0,29779.00310969128,0.738935330438117,3585,50,0.0,0.0
1502,28,F,2,Graduate,Single,Less than $40K,Blue,37,3,5,0,10241.419840315253,1845,8396.419840315253,0.8538053592675767,5235,88,0.0,0.5424768401545814
1503,42,F,5,Graduate,Unknown,$40K - $60K,Blue,44,4,1,1,9865.995523940748,452,9413.995523940748,3.245608655135994,5490,68,0.1791119134515911,0.0
1504,47,F,5,Doctorate,Single,Less than $40K,Blue,28,5,1,5,1438.3,314,1124.3,2.85371788204938,1204,26,0.0,0.0
1505,39,F,2,Uneducated,Single,Less than $40K,Blue,40,3,2,3,1438.3,2517,3.0,0.8411331713060701,5736,72,0.0,0.16592252201993515
1506,43,M,2,High School,Single,Less than $40K,Blue,35,3,2,2,2354.0027008320494,50,2304.0027008320494,0.9429439559005544,1104,18,0.0,0.21198880280542218
1507,44,M,0,Uneducated,Single,Unknown,Blue,39,3,4,0,23522.550386023973,511,23011.550386023973,0.36261727482682354,3145,42,0.0,0.4295980079699116
1508,59,F,5,Uneducated,Single,$80K - $120K,Blue,35,1,3,4,29884.438310321195,0,29884.438310321195,0.5384023818404591,5192,53,1.850437181465233,0.0
1509,56,M,4,Doctorate,Single,Less than $40K,Blue,31,4,1,1,18495.21746310145,961,17534.21746310145,1.059646594940464,2299,43,0.2887676835276889,0.009091297089054817
1510,47,M,2,College,Married,$40K - $60K,Blue,37,2,1,1,19438.18823855232,611,18827.18823855232,0.4639179287087577,1924,31,2.6039063513463376,0.11231085280987013
1511,54,M,3,Uneducated,Single,Unknown,Blue,56,5,3,4,19193.854983480094,1470,17723.854983480094,1.0275445277423487,1875,75,0.0,0.7615738736320182
1512,38,F,3,Unknown,Married,Less than $40K,Blue,37,3,6,6,24619.52187526016,2298,22321.52187526016,0.5810033342628143,8507,139,1.5349402082785772,0.06002432803813207
1513,51,M,1,Uneducated,Married,Less than $40K,Blue,45,4,6,0,9063.864955401972,608,8455.864955401972,2.1809061259198965,3551,62,0.9873298138523628,0.0
1514,48,F,2,College,Single,Less than $40K,Blue,41,3,4,3,17223.170872388873,437,16786.170872388873,0.4844872531813821,5112,100,1.524805124809066,0.2394647613058088
1515,51,M,3,Graduate,Married,$120K +,Blue,56,6,1,6,4591.643574977958,1087,3504.6435749779585,0.7553234807594056,969,11,2.611544056093414,0.1783483860035804
1516,39,F,0,Unknown,Single,Less than $40K,Blue,33,3,4,6,14609.73186483062,368,14241.73186483062,1.0215598262451682,4536,50,1.5134035146476408,0.0
1517,26,F,3,Graduate,Single,$40K - $60K,Blue,18,3,4,3,6951.852408594603,2065,4886.852408594603,2.462224919781166,3486,64,0.7514129766533422,0.23242440929736596
1518,36,M,2,College,Single,$120K +,Blue,38,3,2,2,13448.099714559386,0,13448.099714559386,1.4756901849739497,2214,29,1.2048714871142399,0.0
1519,38,F,2,Graduate,Single,Unknown,Blue,40,3,2,6,4470.535939135148,1379,3091.5359391351476,3.2529297756212556,7329,80,1.397898559737788,0.4022678449055443
1520,43,F,1,Uneducated,Married,$80K - $120K,Blue,52,4,0,0,14664.074740009115,1227,13437.074740009115,0.0,1753,28,0.0,0.0
1521,50,F,3,Unknown,Divorced,Less than $40K,Blue,43,2,0,1,3297.4068622327404,529,2768.4068622327404,0.45113580789680485,1340,22,2.052138908172091,0.999
1522,33,F,2,Uneducated,Married,Less than $40K,Blue,43,5,0,0,17462.895168611813,0,17462.895168611813,1.0575439460906415,2030,28,0.0,0.39179902334942135
1523,37,F,2,High School,Single,$80K - $120K,Blue,38,5,0,2,22177.53442250559,0,22177.53442250559,0.3953666848896232,3409,46,0.831338236194276,0.0
1524,49,F,1,Unknown,Married,Unknown,Blue,27,2,6,0,1438.3,1459,3.0,2.0987298652369977,4730,84,0.0,0.0
1525,59,F,3,Unknown,Married,$40K - $60K,Blue,33,5,0,6,6387.408819682731,478,5909.408819682731,1.3665653561988518,1383,18,0.0,0.0
1526,33,F,1,Graduate,Married,$40K - $60K,Blue,34,3,0,5,1587.124308935333,325,1262.124308935333,0.0,3384,61,0.7792299755268742,0.8588851937548163
1527,33,M,3,Post-Graduate,Married,Less than $40K,Blue,30,1,4,3,1438.3,2517,3.0,1.1860731717688233,3580,61,0.0,0.3687553157794563
1528,40,F,1,High School,Single,$120K +,Blue,39,2,0,5,1438.3,0,1438.3,0.0,710,10,0.0,0.6895958626564376
1529,44,M,5,Graduate,Single,Less than $40K,Blue,28,4,2,4,1438.3,520,918.3,0.23267734982264354,3486,74,0.0,0.0
1530,36,F,5,Graduate,Single,$40K - $60K,Blue,41,4,2,2,8532.833320381777,479,8053.8333203817765,0.0,5111,67,0.1713597216807462,0.0
1531,54,F,3,Doctorate,Single,$80K - $120K,Blue,49,2,0,2,20569.922239732656,1571,18998.922239732656,1.0560874773843336,1107,17,0.49442128639106414,0.4416380274592586
1532,39,F,1,Unknown,Married,Unknown,Blue,34,4,0,2,5589.926168416242,1190,4399.926168416242,0.6601662185286968,794,19,1.619492511473755,0.28234053286833205
1533,45,F,5,Graduate,Married,Less than $40K,Blue,32,2,2,2,15746.721033454667,0,15746.721033454667,0.0,4459,63,1.3298054381827613,0.07322724449806486
1534,46,M,3,Post-Graduate,Married,$60K - $80K,Blue,41,4,5,1,3963.699152779056,720,3243.699152779056,1.8449635276815421,2459,39,0.8851612873763217,0.21689840862569565
1535,47,F,3,College,Single,Less than $40K,Gold,19,1,1,3,8919.638301137138,1419,7500.638301137138,2.3011921400980366,1170,18,0.0,0.1670493166866386
1536,41,F,3,Graduate,Married,$60K - $80K,Blue,44,5,3,4,3872.8593166058226,0,3872.8593166058226,0.32827637839201096,6491,98,0.6674780804059053,0.0
1537,43,F,4,College,Married,Less than $40K,Blue,34,1,5,2,12642.134751077616,457,12185.134751077616,2.418010068755229,6336,80,0.07403968875624223,0.13841428138308795
1538,48,M,0,Uneducated,Divorced,Less than $40K,Blue,36,3,6,3,22667.44291241438,2517,20150.44291241438,0.9413863524746624,2378,46,0.8312833476661903,0.39686092759348224
1539,57,M,5,High School,Married,Unknown,Blue,21,1,5,2,25063.978342310984,1381,23682.978342310984,1.0206947497362213,1695,22,0.0,0.0
1540,26,F,2,Uneducated,Married,$40K - $60K,Blue,39,3,0,2,1438.3,864,574.3,1.6844797354571914,3155,37,1.1136778136306584,0.6060976890751899
1541,49,M,0,High School,Single,Less than $40K,Blue,48,3,3,2,1438.3,0,1438.3,1.0900518620720279,5440,69,0.0,0.38316270284053033
1542,36,F,1,Unknown,Married,$120K +,Blue,39,5,6,3,12340.767570894302,550,11790.767570894302,1.6685701628808842,1915,32,0.0,0.2881931435494356
1543,36,M,0,Unknown,Single,Less than $40K,Blue,56,4,3,4,17982.928289617328,1200,16782.928289617328,0.0,3419,48,0.9901311985308592,0.011596652754281594
1544,55,M,0,Graduate,Married,Less than $40K,Silver,32,5,5,3,27362.657225130526,0,27362.657225130526,0.0,1868,53,2.0465133339271344,0.0
1545,30,F,5,Unknown,Married,$40K - $60K,Blue,50,2,3,0,11555.135921006116,1522,10033.135921006116,0.0,5361,70,0.17140984276599197,0.0
1546,37,F,0,Graduate,Single,Unknown,Blue,48,4,3,1,20402.966783790333,1265,19137.966783790333,0.0,8065,117,0.13763709645822314,0.0
1547,44,M,1,College,Married,$60K - $80K,Blue,34,3,4,6,17264.68388443825,599,16665.68388443825,0.5907891511659924,4438,49,1.3889897064878238,0.079021150305015
1548,58,F,3,High School,Married,Less than $40K,Blue,21,3,2,6,6268.034460528861,2360,3908.034460528861,0.0,5284,65,2.7717277430475105,0.05992957873077223
1549,55,F,2,Graduate,Single,Less than $40K,Blue,44,4,5,3,1438.3,1412,26.299999999999955,0.0,1522,27,0.9605081893387414,0.0
1550,40,F,2,Graduate,Unknown,Less than $40K,Blue,35,3,2,0,13003.455732074457,724,12279.455732074457,0.7309397824455062,1448,23,0.3809441759923728,0.732111097640724
1551,38,F,2,Uneducated,Married,$40K - $60K,Silver,40,2,5,1,6386.946361456074,525,5861.946361456074,0.8278814483050823,1446,28,0.0,0.9691367690345113
1552,36,M,2,Graduate,Married,$40K - $60K,Blue,34,4,4,4,18930.775332483354,989,17941.775332483354,0.0,5614,82,0.0,0.0
1553,44,F,2,Unknown,Married,$120K +,Blue,44,2,4,4,1438.3,0,1438.3,0.4957187440467604,3688,58,1.8407049447105874,0.5064256602012458
1554,40,F,1,Doctorate,Single,Less than $40K,Blue,34,2,1,3,15461.152873524301,0,15461.152873524301,2.4157675879622826,4071,54,0.0,0.0
1555,43,F,5,College,Unknown,$120K +,Blue,41,2,4,4,1438.3,1839,3.0,0.5678744833626372,4497,62,0.0,0.05036438228194651
1556,39,M,2,Uneducated,Single,$80K - $120K,Blue,38,4,0,3,1438.3,0,1438.3,0.4234274403173351,5593,83,1.1685382164473723,0.0
1557,53,M,1,Uneducated,Married,Less than $40K,Gold,47,5,4,4,17185.153448186004,2131,15054.153448186004,1.1532991002196962,3948,74,1.7248063184324396,0.3552834510392038
1558,58,M,0,Post-Graduate,Single,$40K - $60K,Blue,26,4,3,1,1438.3,930,508.29999999999995,0.0,3159,41,1.3099679822256816,0.2552977215139305
1559,60,F,4,High School,Married,$60K - $80K,Blue,26,3,3,6,25229.73469317754,981,24248.73469317754,0.8435326198854387,1663,27,0.0,0.15143587772136824
1560,46,M,3,High School,Single,Less than $40K,Blue,39,1,2,4,1438.3,0,1438.3,1.1733882336790695,2758,39,0.6325992051673375,0.34624389837697983
1561,60,F,5,Uneducated,Single,Less than $40K,Blue,42,4,3,1,1438.3,41,1397.3,0.0,4995,64,0.0,0.0
1562,40,M,2,High School,Single,$60K - $80K,Blue,34,6,4,2,14430.547390866901,1618,12812.547390866901,0.0,5676,79,0.0,0.048678275942221336
1563,45,F,0,High School,Married,Less than $40K,Blue,36,6,3,6,7067.314179005018,417,6650.314179005018,1.0062541988830191,4140,73,0.3620837997281491,0.012600671619410753
1564,48,F,2,College,Married,Unknown,Blue,25,6,5,2,6748.898221538817,0,6748.898221538817,1.479570514130429,4375,60,1.4371155574866057,0.784682587926608
1565,36,F,2,High School,Married,$60K - $80K,Blue,36,6,2,4,4905.062968503857,897,4008.0629685038566,1.514001090322119,2766,40,0.006960845083168965,0.0
1566,46,M,2,Unknown,Single,Unknown,Blue,16,1,2,0,2337.700535674011,1539,798.700535674011,0.0,3223,65,0.0,0.707338553934597
1567,52,F,0,High School,Divorced,$40K - $60K,Blue,36,2,3,4,11468.978083338561,977,10491.978083338561,0.0,2420,30,0.0,0.51154631699759
1568,36,M,2,Graduate,Married,Unknown,Blue,47,2,2,3,22683.572020810832,0,22683.572020810832,0.49634111534954767,4602,63,0.7099469148211958,0.28977550978958944
1569,40,M,4,College,Single,$80K - $120K,Blue,32,5,1,0,18138.019259142256,29,18109.019259142256,0.7589360348877731,2208,37,0.22688374346854956,0.1241938758275542
1570,35,F,4,College,Single,$40K - $60K,Blue,35,6,5,1,12340.986981147893,0,12340.986981147893,1.0120429111444964,4741,64,0.10087425236554215,0.26708352437168004
1571,41,M,3,Graduate,Married,$80K - $120K,Blue,25,6,3,1,2515.421049120495,1356,1159.421049120495,0.1438470836746033,1005,16,2.3913355391923434,0.007507965944563932
1572,33,M,1,Uneducated,Married,$60K - $80K,Blue,29,4,2,1,19529.134313297374,647,18882.134313297374,0.14508284574859198,12309,119,1.0287249789462711,0.0
1573,54,F,3,Graduate,Married,Less than $40K,Blue,43,5,3,1,15189.164583240039,377,14812.164583240039,0.0,914,16,0.13531002955637295,0.40593268559726525
1574,41,F,1,Doctorate,Married,$40K - $60K,Blue,49,2,4,0,1438.3,1433,5.2999999999999545,1.5550616289750128,2353,45,0.0,0.0
1575,54,F,0,Unknown,Single,Less than $40K,Blue,41,4,1,5,9509.979389592374,1258,8251.979389592374,0.46586096161366564,2056,25,1.1288206900423097,0.4374167755471645
1576,32,M,0,High School,Unknown,Less than $40K,Blue,31,3,0,2,1447.0225919566446,404,1043.0225919566446,0.0,4382,47,1.4479014194701456,0.3098466553256526
1577,37,M,0,Unknown,Unknown,Unknown,Blue,33,2,2,4,27274.06856802324,904,26370.06856802324,0.4615965907781171,6329,90,0.0,0.25105861689663017
1578,42,F,2,Graduate,Married,$60K - $80K,Blue,21,4,3,4,15081.928549394675,931,14150.928549394675,0.0,10101,97,0.5196811787594973,0.4468397374948285
1579,39,F,3,Unknown,Single,Less than $40K,Blue,26,2,0,4,12472.236466432068,588,11884.236466432068,0.0,5531,85,0.0,0.0
1580,44,F,1,Uneducated,Single,Less than $40K,Blue,46,5,0,6,28022.079785767044,635,27387.079785767044,0.8063883666891993,4518,60,0.03434072061937388,0.07057706449237396
1581,49,M,4,Graduate,Single,$60K - $80K,Blue,13,6,0,2,1438.3,2022,3.0,0.0,7364,85,1.867102210538841,0.0008824457434992716
1582,41,F,4,Graduate,Unknown,Less than $40K,Blue,42,4,2,5,8733.010704592654,1766,6967.010704592654,0.0,5695,85,1.5685900153323453,0.0
1583,62,M,0,Unknown,Married,$120K +,Blue,35,2,2,1,1438.3,0,1438.3,0.0,1156,10,0.0,0.7637052445516054
1584,35,F,3,College,Married,$40K - $60K,Blue,22,4,4,2,1602.7060020023237,133,1469.7060020023237,0.8074264763043357,2844,59,1.6613352099236356,0.15690284004419322
1585,42,F,4,Uneducated,Single,$40K - $60K,Blue,34,2,5,2,1438.3,1456,3.0,1.3305693203161097,2509,47,1.055553695466922,0.0
1586,55,M,4,Unknown,Single,$40K - $60K,Blue,47,4,0,2,1438.3,0,1438.3,1.0715104973804241,2660,49,1.6681620878402006,0.02387256401861898
1587,44,M,2,College,Single,$60K - $80K,Blue,47,4,1,2,1438.3,678,760.3,0.0,6644,77,0.7236852735394035,0.07046429386966756
1588,51,M,2,Uneducated,Single,$80K - $120K,Blue,31,6,2,1,21972.7011255018,0,21972.7011255018,1.6432098173987104,3860,65,0.0,0.21943056591983678
1589,54,F,3,Unknown,Married,Less than $40K,Blue,40,6,3,3,1438.3,679,759.3,0.0,7736,97,2.4268633126422667,0.0
1590,53,M,4,Uneducated,Single,$120K +,Blue,36,6,2,2,13838.339402508234,68,13770.339402508234,2.0527254432864215,733,10,0.9893688144547126,0.0
1591,51,M,0,Graduate,Married,$80K - $120K,Blue,41,3,6,0,1438.3,1382,56.299999999999955,0.43636341876574175,2015,39,0.0,0.16111856863514262
1592,47,F,0,Unknown,Single,Less than $40K,Blue,30,5,4,4,15404.148347714448,188,15216.148347714448,0.5683057548462985,510,10,1.7789447094774413,0.16166619206311642
1593,50,M,3,Unknown,Divorced,Less than $40K,Blue,35,5,3,2,2653.944344534193,0,2653.944344534193,0.24925640417204786,9267,138,1.1697799752684008,0.04306514280605628
1594,54,F,2,High School,Single,$80K - $120K,Blue,41,3,0,6,21430.146821325725,173,21257.146821325725,1.6469396648298753,3291,46,3.1256968445479165,0.0
1595,41,M,1,High School,Single,Less than $40K,Blue,33,4,4,5,22881.72165799287,522,22359.72165799287,0.9472137885700507,3680,55,0.0,0.143218806332365
1596,48,M,4,Uneducated,Married,Unknown,Blue,38,4,3,4,1438.3,950,488.29999999999995,2.0626295313055474,615,10,0.4502143182000263,0.5000766994642661
1597,31,M,5,Graduate,Married,Unknown,Blue,28,3,2,3,1438.3,133,1305.3,0.0,4473,57,1.3816218879729116,0.456013367206842
1598,42,M,3,High School,Unknown,$40K - $60K,Blue,50,3,3,4,34516.0,0,34516.0,2.040188005610699,3073,55,0.011914378015763005,0.4192609528971913
1599,48,F,3,High School,Married,$40K - $60K,Blue,46,4,5,2,6951.170939865484,1798,5153.170939865484,0.0,953,24,0.0,0.07035011919274184
1600,36,M,1,Graduate,Married,$40K - $60K,Blue,29,3,3,1,14534.368727768271,553,13981.368727768271,1.0600580499361305,1033,35,1.317862536663856,0.0
1601,52,F,4,Unknown,Married,Less than $40K,Silver,47,3,3,1,11110.851445043136,1224,9886.851445043136,0.0,3285,57,0.0,0.0
1602,38,M,1,Unknown,Single,$40K - $60K,Blue,47,2,2,5,1438.3,384,1054.3,0.0,4447,72,0.5057217829165721,0.8039713386597368
1603,46,M,3,Graduate,Married,Unknown,Blue,30,3,0,5,19008.223833006494,77,18931.223833006494,0.0,609,10,0.0,0.4901608565815459
1604,32,F,5,Unknown,Married,Unknown,Blue,41,1,2,3,21524.738238348767,2517,19007.738238348767,1.6833916819526062,1266,18,0.0,0.0
1605,33,F,2,Graduate,Married,$40K - $60K,Blue,33,5,1,1,11324.211721078762,2219,9105.211721078762,0.9873086747129733,4172,63,0.0,0.9761437451156296
1606,43,F,0,Uneducated,Single,Less than $40K,Blue,36,2,1,2,12792.832180773632,171,12621.832180773632,0.0,3694,80,0.4734656134745358,0.999
1607,55,F,3,Uneducated,Married,$80K - $120K,Blue,41,3,5,3,1438.3,944,494.29999999999995,1.7406439755047547,776,10,0.23205070797212296,0.13460120131228248
1608,36,F,1,Uneducated,Single,Less than $40K,Silver,32,6,1,6,27854.27817295122,749,27105.27817295122,1.722483408167615,7680,94,0.0,0.32451482213274024
1609,47,F,0,Doctorate,Married,$60K - $80K,Blue,46,2,4,5,6946.76498406393,437,6509.76498406393,0.0,3455,75,3.2025155870230546,0.44939185611542615
1610,41,M,3,Unknown,Single,Less than $40K,Blue,26,2,0,6,23134.359228414884,636,22498.359228414884,0.1416046266508666,10010,103,0.0,0.8134044216050462
1611,46,F,0,Doctorate,Married,$40K - $60K,Silver,29,2,1,4,32023.947927431596,890,31133.947927431596,0.7855313980766675,624,10,9.086861015972225e-05,0.12189236883866936
1612,55,F,3,Uneducated,Single,$40K - $60K,Blue,27,4,6,5,12339.550599163778,605,11734.550599163778,0.06334372105644315,1910,60,2.362176072266817,0.0
1613,43,F,3,Uneducated,Divorced,$60K - $80K,Blue,26,4,6,0,13889.346545257846,291,13598.346545257846,0.0,7004,92,2.4949048604075297,0.0
1614,55,F,5,Graduate,Single,Unknown,Blue,49,3,1,6,26746.523594322945,606,26140.523594322945,2.6202674326080233,5244,83,0.04291178651601435,0.3954159195231691
1615,39,M,1,Graduate,Married,Unknown,Blue,27,6,2,4,4043.9660592414466,97,3946.9660592414466,0.8380404283177981,1064,30,0.0,0.0
1616,45,F,3,High School,Divorced,$60K - $80K,Blue,31,2,3,6,1438.3,821,617.3,0.6371653514645794,3997,52,1.9500338247074627,0.0
1617,55,M,1,Unknown,Divorced,Less than $40K,Blue,27,1,2,2,8552.827713192779,0,8552.827713192779,1.8261957275524543,1754,29,0.6629402587739549,0.019413965371212677
1618,45,F,1,Post-Graduate,Single,Less than $40K,Silver,27,6,0,6,1438.3,914,524.3,0.3381317490049183,1437,24,1.8843748850451028,0.05763074205124605
1619,41,F,4,Unknown,Unknown,Less than $40K,Silver,49,2,3,4,1438.3,422,1016.3,1.3111443089113415,2915,54,0.08509002560802159,0.00623895500578861
1620,44,F,2,Graduate,Single,$40K - $60K,Blue,39,3,3,0,6467.588543768541,592,5875.588543768541,1.2608750559651867,5057,83,0.6940699437628579,0.5829793196923937
1621,29,M,0,High School,Married,$80K - $120K,Blue,54,3,2,4,11293.258678046808,573,10720.258678046808,0.0,2264,32,0.0,0.14112961205457833
1622,35,F,5,High School,Single,Less than $40K,Blue,37,2,1,0,8222.358508999709,0,8222.358508999709,0.0,4379,58,0.0,0.14776160424929521
1623,30,F,3,Unknown,Married,$120K +,Blue,56,3,2,0,10525.442478001245,0,10525.442478001245,0.11223887244295394,3464,73,0.0,0.06483952820310951
1624,48,F,2,Uneducated,Married,Unknown,Blue,21,4,4,4,3456.237128589327,1995,1461.2371285893269,0.07633233879580403,5392,75,0.47494574910697296,0.8068329992444514
1625,37,F,1,Unknown,Single,$80K - $120K,Blue,46,3,2,6,11515.857234064275,0,11515.857234064275,0.0,4103,94,0.0,0.3959219490381284
1626,53,M,3,High School,Married,$60K - $80K,Silver,27,5,0,5,15927.566519608887,0,15927.566519608887,0.0,3302,56,0.0751741398573409,0.4837264663836119
1627,38,F,4,Graduate,Single,$40K - $60K,Blue,47,1,3,3,5331.581398326031,1182,4149.581398326031,1.984171231845628,2035,30,0.4380401202332384,0.4711906947930295
1628,43,M,0,Unknown,Married,$60K - $80K,Blue,42,4,2,2,14228.312574393696,1821,12407.312574393696,0.0,1114,19,0.5616380920706777,0.4173365034422089
1629,43,M,4,High School,Married,$40K - $60K,Blue,44,4,2,1,8969.946199524617,293,8676.946199524617,0.0,871,14,0.0,0.5928518863285841
1630,38,M,1,Graduate,Married,$40K - $60K,Blue,30,2,6,1,18330.028990607636,138,18192.028990607636,0.0,4322,73,0.0,0.0
1631,30,F,1,Unknown,Single,Less than $40K,Blue,40,4,4,4,11532.34424906964,423,11109.34424906964,0.1950058074208676,7685,91,0.0,0.02682493829848362
1632,45,M,0,High School,Unknown,Less than $40K,Blue,56,3,2,3,3828.9927311936663,0,3828.9927311936663,0.0,3603,44,1.5001538580656621,0.011311153037214056
1633,44,F,2,High School,Married,$80K - $120K,Blue,41,2,2,5,8253.968655313849,0,8253.968655313849,0.7364070964362934,3676,55,2.557889579991131,0.0
1634,35,F,2,Uneducated,Single,Less than $40K,Blue,24,3,1,4,20248.18936550294,2517,17731.18936550294,0.35255343065069766,4706,53,0.0,0.0
1635,44,F,5,Graduate,Single,Less than $40K,Blue,38,3,5,4,16828.460294599958,1467,15361.460294599958,0.35880732835948864,1748,25,1.6021119891252993,0.09078401770199349
1636,59,F,1,Unknown,Single,Less than $40K,Blue,35,4,6,3,1438.3,121,1317.3,1.194652938008928,2589,28,1.4494347315466087,0.1779356964718253
1637,46,M,0,Post-Graduate,Married,$80K - $120K,Blue,48,1,6,1,1438.3,0,1438.3,1.1981741790748692,3346,65,0.0,0.0
1638,26,F,4,High School,Married,Unknown,Blue,36,4,3,3,1438.3,2205,3.0,1.1002705700937123,677,10,0.6546231847400862,0.2596562844359494
1639,45,M,4,College,Single,$60K - $80K,Blue,36,3,0,0,4442.682304666255,0,4442.682304666255,0.6735064725226961,4586,49,0.08146622259692282,0.17454940602913455
1640,53,F,4,Unknown,Divorced,Unknown,Blue,32,2,6,0,11346.834449539867,1484,9862.834449539867,1.3068129910955615,2960,45,0.20879113424991785,0.999
1641,48,M,2,High School,Married,$80K - $120K,Blue,39,5,3,6,12238.964734657977,766,11472.964734657977,0.0,5779,87,0.46826099983138647,0.0
1642,41,F,2,Unknown,Married,$80K - $120K,Blue,43,5,4,4,1438.3,1793,3.0,0.00578242225174852,3315,45,2.1402308275245114,0.025313834843634447
1643,54,F,0,Graduate,Married,Less than $40K,Blue,27,1,1,2,4281.859449038193,717,3564.859449038193,1.7719388152676692,1734,32,0.5605369357558357,0.20257117512140368
1644,49,F,5,Uneducated,Married,$40K - $60K,Blue,28,5,0,4,1438.3,518,920.3,0.05904282225144608,7433,99,1.733418056890403,0.2000041793542206
1645,42,M,2,College,Single,$60K - $80K,Blue,27,4,0,2,21922.7233355595,315,21607.7233355595,1.0546723552326895,2305,31,1.2008928328714688,0.6878411048635849
1646,44,F,0,Doctorate,Married,$40K - $60K,Blue,32,3,0,3,6134.791390251536,2517,3617.7913902515356,0.0,2173,44,0.634999427162396,0.0
